id,アンケートID,案件名,回答者ID,完了フラグ,端末種類,性別,年齢,年代別,居住地,職業,できるだけ、地元でとれた野菜や果物を買いたいと思う。,地元の農家や生産者を応援できる商品に、特に魅力を感じる。,スーパーや店では、自分の住んでいる地域で生産された農産物かどうかを気にして選ぶことが多い。,地元の直売所や朝市での買い物には、価格以上の価値があると思う。,飲食店を選ぶとき、地元食材を使っているかどうかを重視したい。,少し高くても、環境に配慮して生産された農産物を選びたい。,できるだけ、プラスチック包装が少ない商品を選びたい。,食品ロス（食べ残しや賞味期限切れ）を減らすよう、普段から意識している。,将来の世代のために、環境負荷の少ない商品を選ぶべきだと思う。,児童労働のない生産体制で作られた商品を、できるだけ選びたい。,フェアトレードなど、生産者に適正な対価が支払われる仕組みの商品を選びたい。,働く人の人権や労働環境に配慮した企業の商品を優先的に買いたい。,農薬や化学肥料をできるだけ使っていない農産物を選びたい。,"生産者の顔やメッセージが表示されている農産物だと、より安心できる。",産地や生産方法の情報が明確な農産物を選びたい,同じような商品なら、環境や地域への配慮よりも、まず価格の安さで選びたい。,環境や労働倫理に配慮した商品であっても、普通の商品より高いと、あまり買う気にならない。,"環境や労働倫理に配慮した商品は、味や性能が劣るおそれがあるので、少し慎重になってしまう。",多少の不便があっても、環境や人、地域に配慮した選択をしたいと思う。,"環境や倫理に配慮した商品を選ぶことは、自分の生き方や価値観を表現することだと思う。",地元産や環境にやさしい商品を、家族や友人にも勧めたいと思う。,あなたの年齢について教えてください。,あなたの性別について教えてください
39198922,790233,FA_Toyo25,39198922,1,SP,女性,41,４０代,福島県,派遣社員・契約社員,とてもそう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,とてもそう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,とてもそう思う,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,40代,女性
39198931,790233,FA_Toyo25,39198931,1,SP,男性,57,５０代,三重県,無職,どちらともいえない,どちらともいえない,どちらともいえない,そう思わない,そう思わない,どちらともいえない,そう思わない,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,50代,男性
39198936,790233,FA_Toyo25,39198936,1,SP,女性,24,２０代,東京都,パート・アルバイト,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,20代,女性
39198940,790233,FA_Toyo25,39198940,1,SP,男性,28,２０代,大阪府,公務員・教職員･非営利団体職員,どちらともいえない,とてもそう思う,そう思わない,どちらともいえない,そう思わない,そう思う,とてもそう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,とてもそう思う,どちらともいえない,そう思う,そう思わない,そう思わない,どちらともいえない,どちらともいえない,そう思う,そう思う,20代,男性
39198945,790233,FA_Toyo25,39198945,1,PC,女性,58,５０代,東京都,パート・アルバイト,そう思う,そう思う,そう思う,どちらともいえない,そう思う,そう思う,そう思わない,とてもそう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,まったくそう思わない,とてもそう思う,とてもそう思う,どちらともいえない,まったくそう思わない,そう思わない,50代,女性
39198950,790233,FA_Toyo25,39198950,1,PC,男性,67,６０代,埼玉県,会社勤務（一般社員）,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,とてもそう思う,まったくそう思わない,そう思わない,そう思わない,そう思う,そう思う,とてもそう思う,60代以上,男性
39198952,790233,FA_Toyo25,39198952,1,SP,男性,26,２０代,千葉県,派遣社員・契約社員,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,20代,男性
39198989,790233,FA_Toyo25,39198989,1,PC,女性,40,４０代,埼玉県,無職,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,とてもそう思う,どちらともいえない,そう思う,そう思う,40代,女性
39198990,790233,FA_Toyo25,39198990,1,SP,男性,59,５０代,岩手県,公務員・教職員･非営利団体職員,そう思う,そう思う,そう思わない,そう思う,どちらともいえない,そう思わない,そう思わない,どちらともいえない,まったくそう思わない,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,どちらともいえない,まったくそう思わない,そう思わない,そう思わない,50代,男性
39198995,790233,FA_Toyo25,39198995,1,SP,女性,19,１５歳以上,福岡県,学生,そう思う,そう思う,そう思わない,そう思う,そう思う,そう思わない,そう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思う,とてもそう思う,とてもそう思う,とてもそう思う,そう思う,そう思う,そう思う,そう思う,そう思う,そう思う,10代または10代以下,女性
39199027,790233,FA_Toyo25,39199027,1,PC,男性,62,６０代,静岡県,会社勤務（一般社員）,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,どちらともいえない,そう思う,60代以上,男性
39199028,790233,FA_Toyo25,39199028,1,SP,女性,29,２０代,福島県,パート・アルバイト,どちらともいえない,まったくそう思わない,まったくそう思わない,どちらともいえない,まったくそう思わない,まったくそう思わない,まったくそう思わない,どちらともいえない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,どちらともいえない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,20代,女性
39199058,790233,FA_Toyo25,39199058,1,SP,男性,77,７０歳以上,京都府,無職,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,そう思わない,どちらともいえない,どちらともいえない,そう思う,どちらともいえない,そう思う,そう思う,そう思う,そう思う,そう思う,どちらともいえない,どちらともいえない,そう思う,そう思わない,どちらともいえない,どちらともいえない,60代以上,男性
39199064,790233,FA_Toyo25,39199064,1,SP,女性,37,３０代,群馬県,会社勤務（一般社員）,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,まったくそう思わない,60代以上,女性
